Day,LogReturn
1,0
2,0.989081050594187
3,-1.56363636629857
4,-1.29756953738793
5,1.21180107428911
6,-0.0200731318528824
7,-0.946989674721976
8,1.11203878974901
9,1.88022635949956
10,-0.249398563130931
11,2.17411673635892
12,-0.204118240530615
13,-0.661916648907557
14,0.116456308967994
15,1.88773440741894
16,-2.25233615360416
17,-0.373283791951451
18,-0.966825765405321
19,0.0269900777798426
20,-0.330546644498764
21,-1.72617029507274
22,-2.95338167950225
23,-1.62985437478307
24,0.184204467885074
25,2.11913124521859
26,-0.751523775354013
27,0.736752624817871
28,2.75175541728112
29,-0.682416066418945
30,1.11109958005429
31,-0.507269954024281
32,-2.29744448442197
33,0.11071055896128
34,3.02505392733572
35,1.27052602499838
36,-0.886836950213699
37,1.94419491073585
38,1.36977781020731
39,-1.85228845199665
40,-0.5322345564994
41,0.580101650312947
42,-0.488728267159466
43,-1.82264807400729
44,0.974170556456233
45,-1.17742542387704
46,-1.08157696065598
47,0.164475587113522
48,0.81834315215854
49,-1.23063811489992
50,-0.551366663574626
51,-0.391901646241166
52,0.121077269881464
53,-2.23729973540481
54,1.11081533847424
55,-1.42778682668077
56,-0.0559212108387719
57,0.524733191211357
58,-0.681464399687126
59,0.407074382027073
60,0.448349339243848
61,-1.9400819890194
62,-0.554221163341673
63,1.61407446795678
64,-1.57135701943538
65,0.255680028120064
66,0.413419427201234
67,-0.321068764209631
68,2.02643415838022
69,0.346473214479026
70,1.16929602048863
71,-0.998225539954944
72,-0.332452936377159
73,1.01334392410095
74,1.22631258344281
75,-0.894167637554855
76,2.09897252276692
77,0.549214672819609
78,-0.256565787686824
79,0.817000408395518
80,0.719159113969248
81,0.269369784149287
82,-1.25525253261918
83,-2.10428102782876
84,-1.58746093004183
85,-0.838016425176047
86,0.558591024792499
87,0.344543114972318
88,0.987729374806534
89,0.00742846828636345
90,1.43106318380957
91,0.767746595455865
92,-0.351377580839696
93,1.0141751645091
94,-1.34816119627414
95,2.10885898540729
96,0.798685322245607
97,-1.67233956565083
98,0.364418960449608
99,0.206564574684887
100,-1.56349588539602
101,0.46708472888195
102,0.360325780470827
103,-0.73503485338442
104,-1.62914747468319
105,1.21331267481422
106,0.637672201643014
107,1.06625322559637
108,0.926785883129089
109,-0.145774256275377
110,1.11525187079993
111,0.277688643670881
112,-0.952211793072699
113,-0.935543000335137
114,-1.72874241883409
115,-0.562339766612485
116,-0.562393475923795
117,-0.416404796994119
118,-0.318322919791036
119,0.0307246804797323
120,-1.2521242032312
121,1.39157416499414
122,-1.40517863575909
123,0.00418333074421184
124,-0.830023715799655
125,0.00622661696700888
126,0.154237317434891
127,-0.165138403302567
128,1.21422464847178
129,0.0872238243720069
130,-1.40309250212871
131,-0.135194280398299
132,-0.0300225656450159
133,0.174543803399985
134,-1.69671426407145
135,-0.00764596924511807
136,0.61650326307916
137,0.53162804983593
138,0.888028952672482
139,-0.0868166238479517
140,-0.323223399047379
141,0.535988223336581
142,0.577110541225068
143,-0.716060647466588
144,0.989846535105876
145,1.75321601165983
146,1.20397620968635
147,4.92936913507513
148,-1.49200924123036
149,2.98180655454123
150,-1.0295443829726
151,-0.0553637440485311
152,1.78126544498731
153,0.408025423624458
154,-1.33198131978043
155,-0.118485879336916
156,3.6106618881143
157,1.95656969862466
158,3.73932717666783
159,1.06623461590303
160,2.31523717972388
161,-0.875233136075249
162,-5.52765754205975
163,0.647898790003687
164,-0.192652640950808
165,-1.6684702316506
166,1.92583944354272
167,0.114737470362059
168,0.897137586418761
169,1.50724265815292
170,1.63951232359656
171,-0.239446195137027
172,-2.76645868505039
173,1.53534796860315
174,-1.28118858996933
175,1.13752777893135
176,1.23829702879465
177,2.23245034637616
178,1.14777197310394
179,2.04001940312679
180,0.925590108892749
181,2.43776739786554
182,0.291231029097361
183,4.18139963774635
184,-0.669581773965611
185,-1.61424775753121
186,5.24560543339678
187,-5.68551131099397
188,-2.99798965855027
189,2.45099828986568
190,0.769195909669218
191,-3.88215630331565
